,M2.5_971259,M2.5_971259_Body,M2.5_971259_error_Body,M2.5_971259_P,M2.5_971259_error_P,M2.5_971259_SV,M2.5_971259_error_SV,M2.5_971259_SH,M2.5_971259_error_SH
275,,2.759363595224615e-05,2.496714649802197e-06,4.8910057189864604e-11,8.7260856023949e-07,2.4074127209161242e-09,2.7989718754287032e-06,3.151782761807832e-09,2.496714649802197e-06
276,,2.4870429797228783e-05,2.599775499271576e-06,5.3776457218018046e-11,9.165828833052868e-07,2.816617832708723e-09,2.9991469382234427e-06,3.4072233194837682e-09,2.599775499271576e-06
277,,1.182584358185545e-05,2.6021964663342226e-06,4.880811770335876e-11,9.63920369353021e-07,3.2869815093277392e-09,2.5933965488237495e-06,3.4285859665675753e-09,2.6021964663342226e-06
278,,1.4399959043218674e-05,2.9446932341654037e-06,5.258148761437361e-11,9.78518565840554e-07,3.2412742569476666e-09,2.7390922047748986e-06,3.4312899083168143e-09,2.9446932341654037e-06
279,,1.0160795355320083e-05,2.716806709838022e-06,5.430692019445677e-11,1.0024386478034618e-06,2.856092221108898e-09,3.171595128695877e-06,2.9567799231959635e-09,2.716806709838022e-06
280,,1.4150392514259558e-05,2.5423914710793954e-06,5.352786169885944e-11,1.0089686011049577e-06,3.120330225352102e-09,2.4121035294533127e-06,3.312209458650629e-09,2.5423914710793954e-06
281,,1.7852806800496567e-05,2.6630630123062427e-06,5.6414271780614725e-11,1.1660834177656712e-06,3.0808140431883028e-09,2.884597716903095e-06,3.41502260085223e-09,2.6630630123062427e-06
282,,1.2083593058970537e-05,2.878679963454619e-06,5.624883313034263e-11,8.553774436657667e-07,3.362972377277151e-09,2.767953811104143e-06,3.5013374935687645e-09,2.878679963454619e-06
283,,1.8535293278178308e-05,2.2987123972514346e-06,5.314932707484902e-11,1.0469818016824295e-06,2.9941907452403595e-09,2.691927329552261e-06,3.3307704787800316e-09,2.2987123972514346e-06
284,,2.129507375324899e-05,2.8315844997803756e-06,5.5383303506002233e-11,1.01796772968435e-06,3.399247225843955e-09,2.1496237403087603e-06,3.836588949909032e-09,2.8315844997803756e-06
285,,1.9537423901250642e-05,3.1569224770721214e-06,5.840026355476551e-11,1.083422908061889e-06,3.3427532836129694e-09,2.345137326332018e-06,3.7194255616754456e-09,3.1569224770721214e-06
286,,1.5636135955525345e-05,2.5758854672996643e-06,5.633474370829183e-11,1.018830501975821e-06,3.1788944456335958e-09,3.1171796487901727e-06,3.4181861693548023e-09,2.5758854672996643e-06
287,,1.7855832332742823e-05,3.0651224912647e-06,5.770999052398675e-11,9.881899049703412e-07,3.2805406754727095e-09,2.8305961885499147e-06,3.5979359985241527e-09,3.0651224912647e-06
288,,8.98258139819075e-06,3.189479860737485e-06,6.142662006517199e-11,9.623528262415836e-07,3.725616045642583e-09,1.9576151856503405e-06,3.805233272624477e-09,3.189479860737485e-06
289,,9.51892276395751e-06,2.6390881127854756e-06,5.580446920011551e-11,1.0422198223327506e-06,3.5501460058923398e-09,2.6564523015027975e-06,3.64492443448819e-09,2.6390881127854756e-06
290,,1.0757344277752288e-05,2.70551889786198e-06,6.07359661091932e-11,9.88535399202342e-07,2.69734423454763e-09,3.1226747268171574e-06,2.8073583787284323e-09,2.70551889786198e-06
291,,1.1351170263374387e-05,2.7920639020349804e-06,6.158917742418924e-11,1.1173783335627087e-06,3.087130442519902e-09,2.840236427367894e-06,3.2150057453932822e-09,2.7920639020349804e-06
292,,1.1866694274408225e-05,3.0702403755228072e-06,6.093947572081894e-11,1.0927669748146481e-06,3.283768400341749e-09,2.5022207037436926e-06,3.4202270312808674e-09,3.0702403755228072e-06
293,,1.1776321622268765e-05,2.7108614076582437e-06,5.942993670348767e-11,1.0603223891940182e-06,3.6551361112613984e-09,2.2859489610540242e-06,3.798180395942468e-09,2.7108614076582437e-06
294,,1.2933117259638954e-05,3.2298920363282017e-06,6.527745422084824e-11,1.0008510370581092e-06,4.060720136874723e-09,1.5797378428227705e-06,4.236203567472361e-09,3.2298920363282017e-06
295,,5.6878048819690915e-06,3.296721852594615e-06,6.12338023490244e-11,9.832116518004148e-07,3.814793583422391e-09,2.084307432267668e-06,3.845092382768256e-09,3.296721852594615e-06
296,,5.575855360074114e-07,2.691099822494067e-06,3.355011157330161e-11,9.28096075732119e-07,3.167221766121926e-09,2.759509205411136e-06,3.167269494100225e-09,2.691099822494067e-06
297,,1.349652081973951e-05,2.372500913020538e-06,3.406756935065243e-11,9.42453038993277e-07,2.8561765729975944e-09,3.5227587521646728e-06,3.0162905466211147e-09,2.372500913020538e-06
298,,8.4010800018985e-06,2.869409094605481e-06,3.588201752853512e-11,8.926368298153768e-07,3.4774861092053743e-09,2.256798447607116e-06,3.5397281319497006e-09,2.869409094605481e-06
299,,2.3205167386230406e-06,2.9878079314675665e-06,3.467996182975901e-11,1.0488379601040363e-06,3.324582021346333e-09,2.8555227064915574e-06,3.329975101460226e-09,2.9878079314675665e-06
300,,1.0282173374781736e-05,2.876039201001004e-06,3.695437364613643e-11,8.907209913564976e-07,3.4222544424913987e-09,2.6201687912553515e-06,3.522497274893624e-09,2.876039201001004e-06
301,,7.878722138930523e-06,2.8027302601214547e-06,3.6439804446798864e-11,9.446358143637954e-07,3.4060092669570525e-09,2.7583834486334792e-06,3.463284836392091e-09,2.8027302601214547e-06
302,,2.4361264782995985e-06,3.3616029507976607e-06,3.6120976099541805e-11,9.324413549991223e-07,3.3127155837500104e-09,2.5960222608712544e-06,3.3204165844008123e-09,3.3616029507976607e-06
303,,5.086333202767175e-06,3.362372545084045e-06,3.4545968343291734e-11,1.0596292946231468e-06,3.3118659777423585e-09,2.9292655668890414e-06,3.3328554768267963e-09,3.362372545084045e-06
304,,6.2247730798653165e-06,2.9916858494273695e-06,3.64683248626279e-11,9.382853292723622e-07,3.347915990161822e-09,2.6391997546242254e-06,3.3865297972136564e-09,2.9916858494273695e-06
305,,2.1406607057945836e-06,2.424290045850364e-06,3.8262800098212046e-11,1.0599800227850384e-06,2.8183744541994295e-09,3.4598574112498e-06,2.82449852925807e-09,2.424290045850364e-06
306,,4.029033800104485e-07,2.8492215444410293e-06,4.4392554669550247e-11,9.593722903335691e-07,3.5852237959739967e-09,3.13903736106233e-06,3.585366152247166e-09,2.8492215444410293e-06
307,,4.378547565046419e-06,2.9484255190165997e-06,4.4117029539759825e-11,1.024776117995811e-06,3.384170952474656e-09,3.0315840696736343e-06,3.4011604289504488e-09,2.9484255190165997e-06
308,,4.266882586052683e-06,2.9594108890723167e-06,4.364176226394279e-11,1.0258060499820775e-06,3.6907199209846778e-09,2.0088785375198905e-06,3.7089173782248352e-09,2.9594108890723167e-06
309,,3.905362007360355e-06,3.2660774044497132e-06,4.199150284638339e-11,8.250450065814405e-07,3.5453529746029315e-09,2.4762609724738406e-06,3.5611602041081232e-09,3.2660774044497132e-06
310,,9.303076428415123e-07,3.2554821905633324e-06,4.665983134530484e-11,1.0220443251079587e-06,3.5929651408820013e-09,2.6931413425924965e-06,3.593936156941781e-09,3.2554821905633324e-06
311,,6.066899839309056e-06,2.8322431158919354e-06,5.023933140549812e-11,1.0937026864398422e-06,3.84853836741229e-09,1.980768415370744e-06,3.886909339881797e-09,2.8322431158919354e-06
312,,7.247829899738455e-06,2.493256181344505e-06,4.9907934328123364e-11,1.1326618908566267e-06,3.236328224781213e-09,3.396744022399965e-06,3.288478372895986e-09,2.493256181344505e-06
313,,3.557494002571369e-06,2.8882875016120243e-06,4.938764114829865e-11,1.0911305730013267e-06,3.699214929168288e-09,2.4177257534764203e-06,3.7135798318405523e-09,2.8882875016120243e-06
314,,1.0250224949094438e-06,2.956099975321454e-06,6.450607093913515e-11,1.2313059141423346e-06,4.0162272993782884e-09,2.1349851781855816e-06,4.017918358513763e-09,2.956099975321454e-06
315,,5.46279485374648e-06,3.309525468876943e-06,6.2833194976227e-11,8.758531524177992e-07,3.939494793846393e-09,2.0064224873859297e-06,3.969439782085434e-09,3.309525468876943e-06
316,,1.7932127754455208e-06,3.266750338791643e-06,6.750421983591524e-11,1.0781840325392593e-06,3.8309141222275404e-09,2.40265682684779e-06,3.836776627020846e-09,3.266750338791643e-06
317,,5.375404780360167e-06,2.620916289987218e-06,6.422936435044374e-11,1.1668895496488483e-06,3.718151365757312e-09,2.7185191581604464e-06,3.7482955482935725e-09,2.620916289987218e-06
318,,6.630044764660365e-06,2.9630877344792964e-06,6.416271328911698e-11,9.67218962751359e-07,4.096323434015397e-09,1.5680328901089775e-06,4.140774947927985e-09,2.9630877344792964e-06
319,,1.106543337546949e-06,3.2058124001251122e-06,6.816599855068372e-11,1.1083106084821066e-06,4.15039120086387e-09,1.7114857418887704e-06,4.151505995107477e-09,3.2058124001251122e-06
320,,5.7097663737967826e-06,3.3665585052630662e-06,6.849913418374676e-11,1.21325747210097e-06,3.961304408598535e-09,2.0551203346657106e-06,4.002140742331016e-09,3.3665585052630662e-06
321,,1.3160903052719368e-06,3.164686183651864e-06,6.839551843802972e-11,1.0738119222959633e-06,3.473145341427509e-09,2.946284149099032e-06,3.474992621757322e-09,3.164686183651864e-06
322,,1.1453763116489992e-05,3.062596941039745e-06,6.665768368608024e-11,1.0742051261982068e-06,4.217568343448598e-09,1.4453604150306972e-06,4.352383742700324e-09,3.062596941039745e-06
323,,5.876808286409276e-06,3.7430837300300865e-06,7.186044661470685e-11,1.011665644603703e-06,4.156722137223494e-09,1.6441818988558013e-06,4.200095848691485e-09,3.7430837300300865e-06
324,,7.18763259459056e-06,2.779484076835367e-06,6.857332155493969e-11,1.0498726448028828e-06,3.4081747245755547e-09,2.756841969706516e-06,3.4596170365462986e-09,2.779484076835367e-06
325,,7.762968436055345e-06,3.279455612348832e-06,7.347273870968577e-11,1.151880801586044e-06,3.5036508493668117e-09,2.726926757787967e-06,3.561215303861071e-09,3.279455612348832e-06
326,,2.567336196841658e-06,3.0605243185467895e-06,6.778267033682917e-11,1.0375152906672682e-06,3.9308545195119215e-09,2.1104650938775594e-06,3.936864737927335e-09,3.0605243185467895e-06
327,,1.3461254705869159e-05,3.1239976741215995e-06,7.31706133320559e-11,1.0437605174939935e-06,3.8878986317601536e-09,1.9717010153466517e-06,4.077679833285184e-09,3.1239976741215995e-06
328,,4.03832333311147e-06,3.2601103028947868e-06,7.42688912441943e-11,1.0634891950391835e-06,3.6984440724805753e-09,2.4675851100310174e-06,3.7127074633203765e-09,3.2601103028947868e-06
329,,5.116346711512821e-06,3.2759658161884125e-06,7.16652357262793e-11,1.1620737095813849e-06,4.441005916682438e-09,9.446329192198884e-07,4.4685053478460544e-09,3.2759658161884125e-06
330,,8.321600300521535e-06,3.6927392427576118e-06,7.4044107495981e-11,9.644195096934677e-07,4.055943384937468e-09,1.9041859433911743e-06,4.123305418965533e-09,3.6927392427576118e-06
331,,1.2672815203706356e-05,2.9902308132950835e-06,7.47505760000037e-11,1.0351304385678432e-06,3.792435694012505e-09,2.2938121014626885e-06,3.951340453307183e-09,2.9902308132950835e-06
332,,1.246381874988256e-05,3.2156301198152703e-06,7.308363948815234e-11,1.0396583048256368e-06,3.324944132446544e-09,2.540770316895114e-06,3.486591259086147e-09,3.2156301198152703e-06
333,,1.5669189631421333e-05,3.0904726914392887e-06,7.513584451253205e-11,1.0084137350430732e-06,3.834948911880091e-09,2.305379071122382e-06,4.071703955615683e-09,3.0904726914392887e-06
334,,1.695331402899684e-05,3.670233389228964e-06,7.412676894116874e-11,1.0767948055525108e-06,4.3492103343250165e-09,1.0708219654684682e-06,4.6199789619551985e-09,3.670233389228964e-06
335,,9.774473258210004e-06,2.792407674399157e-06,7.654667050645539e-11,1.1500107673025494e-06,3.875938840338559e-09,1.8365247595654536e-06,3.9674675823930514e-09,2.792407674399157e-06
336,,1.6108607136383854e-05,2.8168862872076484e-06,8.073538728165828e-11,1.027159403944815e-06,3.456722963131968e-09,2.20257431887674e-06,3.702396850433766e-09,2.8168862872076484e-06
337,,2.8408326743630694e-05,3.026113144269199e-06,8.504252930219934e-11,1.0345544543283298e-06,3.5452405000832832e-09,2.054988457645351e-06,4.3339526883158835e-09,3.026113144269199e-06
338,,1.6954110792639952e-05,3.420295408458843e-06,9.425962286987294e-11,1.182811401182021e-06,4.1045511777140745e-09,1.6353261203122995e-06,4.384468553420701e-09,3.420295408458843e-06
339,,2.1483990060145647e-05,2.5991328079456457e-06,9.004276699643141e-11,9.063660127065761e-07,3.5816396775619193e-09,1.947828376901873e-06,4.025685714531617e-09,2.5991328079456457e-06
340,,2.7203105101993406e-05,3.162411499896345e-06,7.878184118391851e-11,1.008482346414795e-06,3.5323915584599592e-09,1.800149738399251e-06,4.244606445716885e-09,3.162411499896345e-06
341,,1.6809844899610817e-05,2.979043275190814e-06,9.434919001862146e-11,9.589258542079083e-07,3.6497323289753534e-09,2.061557358151439e-06,3.919932125418645e-09,2.979043275190814e-06
342,,2.8058025315609656e-05,3.7303991279636895e-06,8.792754361932783e-11,9.96376486200054e-07,3.845716909692673e-09,1.6458621534429606e-06,4.599663763835634e-09,3.7303991279636895e-06
343,,2.2542437658733353e-05,3.644430439864816e-06,9.227288554329047e-11,9.70668311050047e-07,3.948893007941106e-09,1.993543991436381e-06,4.43981697997247e-09,3.644430439864816e-06
344,,3.160275875690827e-05,3.365286764598546e-06,8.932469803513198e-11,1.1651921163102077e-06,3.456644144510616e-09,2.247454651604815e-06,4.462302448932706e-09,3.365286764598546e-06
345,,1.5966404059461775e-05,3.608724475701357e-06,8.965822381131778e-11,1.0400228189898194e-06,3.932195620682407e-09,1.407809952218559e-06,4.1879086751975e-09,3.608724475701357e-06
346,,1.563524957179416e-05,3.389221267616273e-06,8.771202939730686e-11,8.833817578240385e-07,3.384918102848506e-09,2.466534159061174e-06,3.6014028206821876e-09,3.389221267616273e-06
347,,2.110455557683911e-05,3.151923988264568e-06,9.159909202792354e-11,1.0177347133188836e-06,3.760350268000696e-09,1.863090817960803e-06,4.2057480066031674e-09,3.151923988264568e-06
348,,2.4592801620496265e-05,3.353302850505998e-06,8.586843943167204e-11,1.056536646017315e-06,3.732695992648937e-09,2.0048265715750394e-06,4.335615971388198e-09,3.353302850505998e-06
349,,2.1745739499762643e-05,3.1022612970343646e-06,7.387209318635967e-11,1.1039978910107827e-06,3.2982375074087015e-09,2.461622642061286e-06,3.769231360203442e-09,3.1022612970343646e-06
350,,3.0230967212823315e-05,3.1789692889021955e-06,8.716013249490054e-11,9.381318418755007e-07,3.67185933008115e-09,1.6868637148876194e-06,4.615004456298435e-09,3.1789692889021955e-06
351,,2.7588498804005716e-05,3.850073756383103e-06,9.22906954311723e-11,1.107581229850243e-06,3.8063644823653786e-09,1.705725228588928e-06,4.558771095617052e-09,3.850073756383103e-06
352,,3.1790297668177995e-05,3.6705043403134737e-06,8.499206426942653e-11,9.945127623744365e-07,3.134197566495249e-09,2.287726885093834e-06,4.153038701681855e-09,3.6705043403134737e-06
353,,2.517927446679356e-05,3.2307312924138894e-06,8.497219034032254e-11,1.0729402472576963e-06,3.4052630996833276e-09,2.1597505792719976e-06,4.002601553633287e-09,3.2307312924138894e-06
354,,2.3599466141956624e-05,2.944330828842306e-06,8.38657268528416e-11,1.109128180211197e-06,3.5490026278883088e-09,2.1641707148635482e-06,4.125667225322365e-09,2.944330828842306e-06
355,,2.4285887399862142e-05,2.9438389855325884e-06,8.528318154658002e-11,1.1750769030560943e-06,3.3881622085546306e-09,2.377223227152542e-06,3.985705581597619e-09,2.9438389855325884e-06
356,,3.194297977810129e-05,2.825329986973082e-06,8.468546457610094e-11,1.0942824860122183e-06,3.0745708630738654e-09,2.4447109675767017e-06,4.079593563992858e-09,2.825329986973082e-06
357,,3.0137747997362162e-05,3.2367150930640385e-06,8.569438116605806e-11,1.103315551756439e-06,3.6235601701673105e-09,1.8964887583589883e-06,4.489745504636398e-09,3.2367150930640385e-06
358,,3.147429979206465e-05,3.2836271669400086e-06,8.641015099860322e-11,1.0243173674619577e-06,3.667075477866666e-09,1.983861579523101e-06,4.675948735580082e-09,3.2836271669400086e-06
359,,1.529014165997686e-05,3.181524117531796e-06,8.337604692509032e-11,1.094113179864396e-06,3.954883892205224e-09,1.825498775660609e-06,4.176355978826915e-09,3.181524117531796e-06
360,,3.22540528175698e-05,2.806851928586491e-06,8.514956642806636e-11,1.030206467985481e-06,3.3325311238806888e-09,2.1781638800917316e-06,4.317758274025979e-09,2.806851928586491e-06
361,,1.5887133589708406e-05,3.356274296131251e-06,8.386399400517358e-11,1.103167237337654e-06,3.852931180631654e-09,2.176861525408682e-06,4.119867373643064e-09,3.356274296131251e-06
362,,2.2068703778268108e-05,3.0024139803283055e-06,8.601248049238045e-11,1.120911894066901e-06,3.797702896052236e-09,2.13680729839691e-06,4.26437596846693e-09,3.0024139803283055e-06
363,,1.5406576335055958e-05,2.8335391220819363e-06,8.303411711085154e-11,9.436630733135084e-07,3.701629032549242e-09,1.936807706300695e-06,3.9487874235348695e-09,2.8335391220819363e-06
364,,2.6663579322101066e-05,3.186318429903466e-06,8.392731249894468e-11,1.1171623576742154e-06,3.3022101904164045e-09,2.325012710910466e-06,4.0132188158124586e-09,3.186318429903466e-06
365,,1.777560786265183e-05,2.7955602098438315e-06,4.4583884844148584e-11,9.799255353084033e-07,2.506488325807192e-09,3.2784844610938156e-06,2.8262105061755175e-09,2.7955602098438315e-06
366,,1.3058218486760018e-05,2.6393413287883546e-06,4.734224380932605e-11,1.0380373901357929e-06,3.0014615882544367e-09,2.7027930459560917e-06,3.1670825133159677e-09,2.6393413287883546e-06
367,,9.392748392152035e-06,2.9107170566828e-06,4.514405374603207e-11,9.58326716250558e-07,2.8991182010373354e-09,3.5870860007815e-06,2.9817922825406527e-09,2.9107170566828e-06
368,,1.3884048180669337e-05,2.4240681632099994e-06,4.315397730420282e-11,1.1337964756155326e-06,2.688281982949762e-09,3.5646292382223145e-06,2.8715054290199898e-09,2.4240681632099994e-06
369,,1.002612052157512e-05,2.7591127198256187e-06,4.61969713662696e-11,1.0282227401110169e-06,3.2340502286467917e-09,3.3073709301187414e-06,3.3322091770458015e-09,2.7591127198256187e-06
370,,5.926857997374683e-06,2.5169852381299927e-06,4.2087600599085136e-11,1.0137972115439877e-06,3.5086390867377563e-09,3.2552262043184835e-06,3.543256596487119e-09,2.5169852381299927e-06
371,,1.3554019874910692e-05,3.2059897732643805e-06,3.8840978558542627e-11,9.486585203043691e-07,3.5768027995056694e-09,2.5503960544557758e-06,3.761972899371849e-09,3.2059897732643805e-06
372,,7.030831549903258e-06,2.648545386213635e-06,3.883159323776384e-11,1.0702006749876127e-06,3.3336041817376887e-09,2.871108637326929e-06,3.3847179637919153e-09,2.648545386213635e-06
373,,2.3991065373033114e-06,2.60477955241678e-06,4.03455667983414e-11,1.0546467529100465e-06,3.522309218362963e-09,2.680984306970106e-06,3.524703063447066e-09,2.60477955241678e-06
374,,3.77779572947584e-06,2.7020213451651295e-06,3.965422834881798e-11,1.0122617800413112e-06,3.803964546857498e-09,2.4270377163449387e-06,3.815023027944082e-09,2.7020213451651295e-06
375,,3.147731251838147e-06,2.853529593341381e-06,4.4783775150759865e-11,1.0450101816453448e-06,3.5527105576916014e-09,2.8584822447885345e-06,3.5602587972255956e-09,2.853529593341381e-06
376,,6.949494760995376e-07,2.633197638981734e-06,4.14442061867197e-11,9.072904046598848e-07,3.2258930683703224e-09,3.6356227905457885e-06,3.226057912397044e-09,2.633197638981734e-06
377,,1.1291548667891013e-06,3.088477812264242e-06,4.2613991139283255e-11,1.0889901566673012e-06,3.1788573844001987e-09,3.2217925645182537e-06,3.1797443108543324e-09,3.088477812264242e-06
378,,5.651058371105719e-06,3.072311205034872e-06,4.0529239437031165e-11,1.0005303367281808e-06,3.6640000300083037e-09,2.8571939242077127e-06,3.7011621638125947e-09,3.072311205034872e-06
379,,6.086430136873216e-06,3.3136242697096156e-06,3.840416764768805e-11,9.292609235430176e-07,3.5089915553681904e-09,2.6210633053466825e-06,3.556737757806241e-09,3.3136242697096156e-06
380,,8.074420678364274e-06,2.5066738103357263e-06,3.6699112214787034e-11,1.0475823734598206e-06,2.48792970803218e-09,3.663109973825287e-06,2.5442646141349226e-09,2.5066738103357263e-06
381,,1.1734566469933025e-05,2.570017559667647e-06,3.633115337923634e-11,9.690264662168887e-07,2.5420479031360296e-09,3.3854055955417397e-06,2.6821379407857897e-09,2.570017559667647e-06
382,,7.440946451342595e-06,2.72012881175853e-06,3.4389829983236993e-11,9.616041916032322e-07,3.2149091175117115e-09,2.560033960308872e-06,3.274122435451674e-09,2.72012881175853e-06
383,,1.6079967430552917e-05,2.454396300841344e-06,2.7563936531521647e-11,9.187817007308923e-07,2.013199930479933e-09,4.021913247914577e-06,2.250697185227952e-09,2.454396300841344e-06
384,,2.1355858979120846e-05,2.3839856017105464e-06,2.683202650278258e-11,8.908310898444798e-07,2.274987292189947e-09,3.075797797376721e-06,2.7142047321179366e-09,2.3839856017105464e-06
385,,1.945171199308211e-05,2.951978944828562e-06,3.2142605011906395e-11,9.454218815046603e-07,2.918073589091244e-09,2.900993445116799e-06,3.2961354763285335e-09,2.951978944828562e-06
386,,2.241462426202672e-05,2.397645138135294e-06,2.6892709760050845e-11,9.380314147635657e-07,2.1192884026994497e-09,3.6614318357456683e-06,2.618039184456692e-09,2.397645138135294e-06
387,,2.742404606190444e-05,2.5591272893714066e-06,2.0796565031861924e-11,8.659827897964355e-07,2.184156784969358e-09,3.0402396931594455e-06,2.93125278043859e-09,2.5591272893714066e-06
388,,2.5140824846324323e-05,2.689096054607021e-06,1.8481684357046828e-11,7.552152012098504e-07,1.7675007076997323e-09,4.061020713070515e-06,2.400513089382757e-09,2.689096054607021e-06
389,,2.172336396984114e-05,2.6616784054797978e-06,1.571914779000941e-11,6.863088409352425e-07,1.4986472151913832e-09,3.5090432405877785e-06,1.944518407914349e-09,2.6616784054797978e-06
390,,2.3579647607587567e-05,2.7741648362948454e-06,1.2866572735163654e-11,6.3305780783344e-07,9.173740437597402e-10,3.412331691866929e-06,1.4726785749986458e-09,2.7741648362948454e-06
391,,2.4622861334025116e-05,2.7724573922200432e-06,1.058738129817337e-11,6.586212281360633e-07,1.1222993586853259e-09,3.7995487016825702e-06,1.713995896804112e-09,2.7724573922200432e-06
392,,3.448725166697414e-05,2.4501195259455167e-06,8.193462408163318e-12,5.249813520152979e-07,8.790715913796121e-10,2.970227103237377e-06,2.0805496164521936e-09,2.4501195259455167e-06
393,,2.730106173183238e-05,2.264206753298064e-06,6.875189050517783e-12,5.444573182941958e-07,7.212307093953612e-10,2.9852092893848557e-06,1.4859214484541316e-09,2.264206753298064e-06
394,,2.5842435660662494e-05,2.6673452343368182e-06,5.0036405147137306e-12,5.031897221742088e-07,8.129887072585813e-10,3.1115588276192923e-06,1.469442382686668e-09,2.6673452343368182e-06
395,,3.052860120416906e-05,2.5137846938239007e-06,3.9972704142491605e-12,4.776411330730739e-07,1.0559162439224229e-09,3.0289797106283045e-06,1.9878711961750185e-09,2.5137846938239007e-06
396,,3.001339809490151e-05,2.5951396319672377e-06,3.317027398039224e-12,4.5667143117684844e-07,7.380359793832406e-10,3.4308723319145984e-06,1.6371788269674763e-09,2.5951396319672377e-06
397,,2.4743086838478886e-05,3.0917083600344165e-06,2.401573850914862e-12,4.2142604494214647e-07,3.1270383695591513e-10,2.508034931894392e-06,9.363795946894894e-10,3.0917083600344165e-06
398,,2.2449530990926618e-05,2.9274964602826284e-06,1.99369937626218e-12,4.18820827916695e-07,2.8129487201483806e-10,2.971207913155806e-06,7.779894649922941e-10,2.9274964602826284e-06
399,,2.007143756570204e-05,3.3627102815287094e-06,1.3890466411621767e-12,3.5473707822462266e-07,1.9852042644763484e-10,2.5501550476936855e-06,5.673459528122265e-10,3.3627102815287094e-06
400,,2.0149206558317342e-05,2.971373727680669e-06,1.2420119899522527e-12,2.727998126841746e-07,2.366176479480973e-10,2.658478627368486e-06,6.280770242727816e-10,2.971373727680669e-06
401,,2.3731270695726665e-05,3.1204068839444776e-06,9.069300406900897e-13,2.9443655473496676e-07,1.9221767079597674e-10,2.489594286736284e-06,7.385646391039715e-10,3.1204068839444776e-06
402,,1.6527849707117438e-05,2.86532743479567e-06,7.507171992785738e-13,2.5847845478839987e-07,8.946346199159396e-11,2.1789250102285484e-06,3.450276907128636e-10,2.86532743479567e-06
403,,2.3797459526113473e-05,3.1496908491019923e-06,5.112773939043858e-13,2.608112727356007e-07,1.1038055801352965e-10,2.38293138194278e-06,6.839452886905895e-10,3.1496908491019923e-06
404,,1.8980180194380367e-05,3.3528030552520415e-06,4.540375409662898e-13,2.4714500735422683e-07,1.260653974325139e-10,2.2060638195415883e-06,4.870634988987099e-10,3.3528030552520415e-06
405,,2.2184606438805134e-05,3.0476916353271685e-06,3.5810925214293547e-13,2.10320435517501e-07,1.3065604402562252e-10,2.3049611019929185e-06,6.008017740699041e-10,3.0476916353271685e-06
406,,1.1374839317732231e-05,3.340616324997907e-06,2.7767786270249614e-13,2.2107493287687813e-07,5.991557095943519e-11,1.92253930695303e-06,1.8298421392435913e-10,3.340616324997907e-06
407,,2.2709459875722524e-05,3.3775783356126466e-06,2.2088763124029605e-13,1.9830788139316265e-07,5.837805278493833e-11,1.8586104272984365e-06,5.675258539795273e-10,3.3775783356126466e-06
408,,2.310055355804875e-05,3.136982879384544e-06,1.8610421749464126e-13,1.8482752454603281e-07,5.046893020379044e-11,2.2033893643946304e-06,5.895072122261525e-10,3.136982879384544e-06
409,,1.497764199270419e-05,3.463234858882682e-06,1.3933807357221214e-13,1.8519702794677116e-07,2.5255917915471022e-11,1.6563151910815924e-06,2.6573987952723556e-10,3.463234858882682e-06
410,,9.945641514959012e-06,2.8775232849023062e-06,1.0092246545012514e-13,1.7249125140424292e-07,2.2269582032133823e-11,1.6615562738019003e-06,1.173088603736984e-10,2.8775232849023062e-06
411,,2.352619762819389e-05,3.1485737532548407e-06,3.6041969233933204e-13,2.460348329642468e-07,7.975461873580503e-11,2.08020120173448e-06,5.981619301531461e-10,3.1485737532548407e-06
412,,1.6748122035669618e-05,3.091221552879327e-06,2.1669511876291022e-13,2.054943892671526e-07,2.7534197351993485e-11,1.7600665977341916e-06,3.0607658083957954e-10,3.091221552879327e-06
413,,2.326275130127321e-05,3.054928111645235e-06,2.097065204594279e-13,1.8046728085974612e-07,4.5897319524510084e-11,2.0975531100600775e-06,6.124872132488808e-10,3.054928111645235e-06
414,,1.6841873486955008e-05,3.3516392002160867e-06,1.8951922729825652e-13,2.077593157335928e-07,2.3096076135347395e-11,1.5398335783889144e-06,3.088566146588727e-10,3.3516392002160867e-06
415,,8.261193954401028e-06,3.1287468583433386e-06,1.7132282846533644e-13,1.7969003442525854e-07,3.023441668620908e-11,1.7669275697629958e-06,9.70428218229801e-11,3.1287468583433386e-06
416,,1.2036415233421504e-05,3.27486547619515e-06,1.631731035465955e-13,1.6139248739690975e-07,2.327292864290324e-11,1.6622931785165395e-06,1.5309185954962725e-10,3.27486547619515e-06
417,,1.9658866339668163e-05,3.553747663980419e-06,1.8719679509809305e-13,1.4416135828872504e-07,4.903367026932119e-11,1.8690713476377391e-06,4.4158572124787525e-10,3.553747663980419e-06
418,,1.4857916190741446e-05,3.2943025593652677e-06,1.4423228418019398e-13,1.4715357794853468e-07,1.5941598442134326e-11,1.284219572391743e-06,2.3991530070832e-10,3.2943025593652677e-06
419,,1.4633308284455767e-05,3.2025085363277915e-06,1.336280179807228e-13,1.7137673437742923e-07,2.6816942964344567e-11,1.4693792402365817e-06,2.3317450122687043e-10,3.2025085363277915e-06
420,,1.5981500973079875e-05,2.8551123603178253e-06,1.383604617608225e-13,1.893767595823909e-07,3.879235005507259e-11,1.6865288152799627e-06,3.060980913281886e-10,2.8551123603178253e-06
